review_id,user_id,business_id,stars,useful,funny,cool,text,date
4EFDFIiVBVPufWGFHtY2Cw,SRxNIj6Gg7Aay57wxJx-Fg,fLCEZNLO9CFDZd9ItF3sig,4,0,0,0,First time having food from here. I got the arroz con gandules with stewed beef and sweet plantains. Wow! This was delicious!,2018-06-08 17:57:17
4gXU_2mILKCUHa2qL4MJew,KrtPcXpelHdjGHNgCI9aEA,3tTVN74KJAN0z1DJ_dsE6w,5,0,0,0,Consistently the best breakfast sandwich I can get outside my kitchen. Wonderfully prompt service to go.,2016-04-09 02:20:41
bGpsnQwpQUf5tlxE9OCgqw,IZocL2-UchcPKlSzIbEVlw,4qie_VdA-vTitNFl36F9Pw,5,0,0,0,"I've been here many times and always try to get something new. I'm never disappointed. My family tends to stick the muffin and French toast special of the day - the specials are very unique.

Try to sit outside. It can get very crowded inside. I can't say enough about the wonderfully entertaining staff. They alone are worth the trip. I've been there a few times with large parties with small children, and was amazed at the waiter's patience. :)",2011-11-21 16:56:02
KljY6j7Vyj0nd5o4KRW8-Q,xWKwo1KVpYqNk9Aoi_U2Bg,x2xQUz1YfOzy5A9FRuCpMw,3,1,0,1,"The food was goooood here! The owner was friendly, too. 

However, we were expecting more upscale... and dinner was a buffet, we had plastic glasses, and they never cleared the plates. Cheap, clean, and worth every penny for the food. The super-loud TV killed and chance at ambiance, though. 

If you want date night, go somewhere else. If you want delish Indian food with friendly people and a good price, go here!",2008-11-20 16:21:05
Pa5pDub-5e4WVJxGpRFcfw,1h0IHuqZqc7JUAMlA0Ac6A,x2xQUz1YfOzy5A9FRuCpMw,3,3,0,2,We stop at Passage on many ocassions and there are quite a few others in the area as well. Philly has a great growing population of  fabulous ethnic foods so you have a wide choice with a wide  price range  and for me the smaller the more off beat the better!   Also take into consideration it is their culture not yours / ours so be respective of that. Granted no one wishes to see anyone diving in on tandoori chicken but yeah  it could be worse!  So my suggestion is ya giveit another shot !,2008-08-05 21:08:59
by4Tepreoc21sweCD_EiDQ,yM2m1VixYSJBCwrTiqFADw,x2xQUz1YfOzy5A9FRuCpMw,4,1,0,1,"My best friend and I (she is originally from Madras) and I always went here as our dinner spot. The food is good and they have a nice variety. We haven't been here for about a year, though. My friend heard from another friend that they found something unmentionable in their food so...we haven't been there since. But while it lasted, it was good.",2008-05-07 00:41:43
-eafNykKfv8DaETV75ykYQ,CV8aQ9nTu4_1yKtd2D38hA,x2xQUz1YfOzy5A9FRuCpMw,4,1,0,1,"Okay, there are two aspects to this place: Entrees and Lunch Buffet.  

When it comes to entrees, this place is a little pricey for what you get.  

If you order an entree, say Saag Paneer, you still have to pay extra for naan and even rice.  Rice!  Expect to pay at least $15 for main dish, rice, and naan.  

As for the buffet, this is one of the best in town.  A wide variety of food considering and creative as well.  Replacing Paneer with corn?  Surprisingly good!  They have not only veg dishes but meat as well.  Well worth the $7 for it.

The service?  Really, really friendly.  First time I've been asked what my favorite dish was in Philadelphia.  Way to go!",2007-12-01 23:40:27
K14PFQpQUvdQMnG2gh7iLg,w5V42J5zrbrjqa7QTWia2g,4qie_VdA-vTitNFl36F9Pw,4,1,0,0,"This is a great little storefront trio of combination lounge/restaurant/nightclub on Main Street in Dunedin.  The food and drinks are great, and in a fun, adult atmosphere.  My only complaint is that our waitress didn't seem like she was on the ball, despite there not being too many full tables when my husband and I came in for an early dinner one night.  Great for a fun date night or a night out with friends.",2009-02-26 01:56:26
aqJ15QU2pEhBBVDbPp2wag,g41PyMRHpUEwgCsoWflC6w,3tTVN74KJAN0z1DJ_dsE6w,4,0,0,0,Good basic comfort food at a great price.  I've never been disappointed for breakfast or lunch and the portions are great for the price.  Bring cash as they don't do credit.,2017-07-07 23:59:11
Bkp36Dp3CeB3OMc6dPUsVQ,4kjVKQhMJKdlasEkn_Nkxw,x2xQUz1YfOzy5A9FRuCpMw,3,2,0,2,"My boyfriend and I went here for dinner and after we walked in and were seated, we were promptly given water.

Then we sat there wondering why we didn't have menus. He finally asked for them but we found out that buffet was available so we went for that. More for your money, you get to sample everything. 

I was personally satisfied with the selection. The balsamic rice was lame but the other offerings tasted pretty good. I think I picked up some food that weren't labeled spicy so I was in for a surprise. The food doesn't look appealing but tasted otherwise. I really liked this roasted eggplant dish and the (I think the name was) lamb caday. I don't remember a lot of what was offered but I sampled quite a few dishes and found them satisfactory. 

Our waiter probably didn't speak English and kinda mumbled his responses. In the nicer dining area of the restaurant, there is someone playing the piano, which was nice. The decor probably looks cooler at night but is nothing really special. I noticed the dingy ceilings but it was no big deal.

Overall, a satisfactory visit.",2008-06-29 04:08:16
kb6-IsBTj11aMYC1gtpZmg,IFqVzE_Aj968PmzXsSu5Dw,yHtS6dj20tl3ht32w6K6Qw,1,0,0,0,"If I could give this place ""0 star"", I would.  But since this may be confusing, I'll go with 1 star by default. I had the worse service ever here.  The place (restaurant? lounge? bar?- none of the above in my opinion) looks nothing like what they portray it to be on their website.  It is a dump and the service is non-existent.  This used to be a huge Mexican food restaurant (I believe it was called ""Acapulco"") that served really decent margaritas before Stateside moved in.  

One Sunday morning about a few months back, my man and I decided go check it out for a Sunday brunch there. The restaurant did not appear to be very busy at around noon-ish.  We wanted to sit outside-- it was a beautiful day.  There were 3 other tables where people were already eating or were waiting for the food to arrive.   We were seated promptly by one of the two waiters who was working the patio.  He told us that he would be ""right back"" with the menu and asked if we wanted to order drinks.  We both ordered a mimosa.  Ten minutes go by, no waiter in sight, no menu and no mimosa.  The waiter suddenly reappears with the menu and thankfully, 2 mimosas in hand and said he'd be ""right back"" to get our orders.  We waited another 10 minutes before he came back to our table.  Fine, we placed our orders and continue sipping on the mimosas.  At least 20 mins go by, still no food.  Meanwhile, we see our waiter frantically running in and out of the restaurant, bringing food/drinks out to other people who were seated AFTER us!!!!!!   UNBELIEVABLE!!!!!  I had to flag down our waiter twice before he noticed we were still waiting on our food.  He apologized for the delay and said he was going to check with the cooks to see what was going on.  After another 10 mins or so, he comes back and tells us that our orders were never placed and the cooks were NOW starting to work on them!  WT*%^!?!!?  We told him to cancel the order and just bill us for the 2 mimosas.  This time the waiter runs back and tells us that the manager will comp our drinks.  We didn't care at that point.  We told them that we'd never be back.  All in all it was a huge waste of our time (1 hr!! wait).

Well one thing's for sure, they will probably go out of business soon if they haven't already.",2009-04-28 23:30:55
iHEDCv0vkwqAmhJSd5fe-g,WB3YYIizRFMn2L7wU0THSQ,3tTVN74KJAN0z1DJ_dsE6w,5,0,0,0,"$5.95 for 2 eggs 3 bacon home fries or hash browns coffee and juice. I dare any other place beat that. Friendly staff, food is good.",2015-02-15 14:29:43
bKST1LYrzTmrZIJ3P9uDEw,aEqgu3lpsfVKlYfuD8NpEg,dOwN9-8QD4xwErNEMU_dMA,3,0,0,0,This is a great mom an pop shop.  Alot of different foods to chose from.  It's mainly a quick done place since it caters to the offices in the building.  They have good portions and prices.  Not alot if parking so if you don't work in the building its hard to find a spot.,2016-02-19 19:36:34
PGZgY8cvpnBWe4jMqO2U-w,84HvpQDxcHWmbMDfs8IEYw,x2xQUz1YfOzy5A9FRuCpMw,3,3,1,3,"Signs of authentic indian food;  ""Se Busca Ayuda"" on the door and the mexicans manning the buffet.  

I wanted a Chicken Korma but unfortunately it wasn't on the buffet and seemed a bit expensive at the entree price, especially given that I wasn't too sure how good it was going to be (see above).  

I did like the Chicken Corriander that was on the buffet and they had some really good naan.",2008-03-31 13:49:48
JD4ubzH4oSKC_-zY1CscZQ,w8w3w4_YktrIfFXM5y7K5w,vb9VqzcTk3pUWuyWwTV0tg,2,0,1,0,"Went here for lunch today and ordered the chicken philly.... but did not get a chicken philly. They just took a piece of chicken breast and chopped it into chunks.  Not only was it not that easy to eat but it included pieces of gristle which I was having to spit out as I ate. They cook the chicken with onions and mushrooms but since the chicken is precooked they just threw everything on the griddle long enough to heat it up a bit.  Outcome = The sandwich was FULL of raw onions. It was so overpowering. 

Only made it about 4 bites in before I couldn't take it anymore. Ended up just eating the fries and throwing the sandwich away.",2015-11-08 09:04:53
3Ls0SBc6tSGA8yWXb5Gjsg,hT1DDWCKsW2GcHTd4ib8Fg,vb9VqzcTk3pUWuyWwTV0tg,4,0,0,0,"Great Mediterranean fare. Yes, it's in a good court, but surprisingly good food. They cook to order right in front of you and you can select the options you want. Lamb gyro was slow cooked and delicious. The tabouleh was fresh and flavorful. If you don't like food from this region they also make a mean Philly Cheese Steak Sandwich.",2018-10-14 00:57:17
lwfG2rUFkpCQIdCCh3TdVA,vRziAXWI72nOFWNml4ldMA,yHtS6dj20tl3ht32w6K6Qw,2,0,0,0,Ok I just have to say my review may be a little skewed because I'm spoiled with the great resturants in San Francisco. So don't get me wrong the food was good. The location was totally cool in this little square with a fountain and the decor inside was ok. But it must be rookie resturant woes. I mean for a resturant in that price range the service was lacking. We had a party of about 8 but just between me and my one buddy we ordered a bottle of good wine and us alone paid about 100 bucks each based on what we ordered. Given that fact at times our waiter was no where to be found. They sat us upstairs but there was hardly anyone there since it was the nigh before Thanksgiving so not sure why the service was so bad.,2007-12-06 07:51:44
QvXm0Z2vPYTl8dNuhG-pMw,jO2Gwmlm4pOv3zjnFCObMw,fLCEZNLO9CFDZd9ItF3sig,3,1,0,0,"We were in the area and found this little spot. Food was ok, service was ok. Area is a little rough. You might want to call your order in and pick up.",2017-07-13 17:18:07
lMUGZpCFpo4JRKW2iGEy_Q,b4YyYEemTcHo6UsfgSnvJQ,TsohTE3w1br2m0Nb-tDRDA,4,0,0,0,"Great hot wings and a great price, too! I also liked the cookie dough tornado which had large pieces of cookie dough in it. The second time I ordered it, the chunks were blended up so I'll have to ask for it ""chunky style"" next time :). The people who work here are polite and friendly. I usually come here at least a couple times a month because I prefer to support local businesses.",2013-11-10 17:54:43
-oRmIHoZy5frbnxhz0v3Sw,ZL8cgMY7b8POMaxKgd6u3g,TsohTE3w1br2m0Nb-tDRDA,5,0,0,0,"I love the ice cream and the inside atmosphere nice employees and in the winter it is nice and cozy inside.It is in Dupo which is the next town over from Cahokia and Columbia. You can access dairy land by taking the exit for Dupo of 255, make a right and it will be on the left about a 1/2 mile later.",2019-11-26 03:56:36
fumRoUDq86yqCbu3eRAggQ,Nnz2QtnXOfPxvHO95oAYXQ,x2xQUz1YfOzy5A9FRuCpMw,1,1,0,0,"This buffet is awful.  Half the stuff is cold and has a crust from sitting out for so long.  The fried appetizers are a joke... last time (and I mean it, that will be the LAST time) my potato croquettes were so rubbery I couldn't even bite through them.  Plus all the dishes are bland, with none of the spice or nuance you expect from Indian cusine.  And insult to injury, instead of using paneer in the vege dishes, they use tofu.  Don't get me wrong, I love tofu when cooked properly, but this was just flavorless, pathetic lumps thrown into the mix.... well, ""flavorless"" apart from the slightly chemical-y taste of packaged tofu.  Bleah!   Basically the only good thing I can say is that the service is prompt... probably because the place is usually empty.",2008-08-10 17:44:48
e64A6QdwwH2XXPWK-JJ72g,RaCQd8JC8NmU3lZaDap29w,TsohTE3w1br2m0Nb-tDRDA,5,2,0,0,I'm always craving those little burgers and a Malt from Dairyland! Anytime I am near Dupo I gotta stop and eat there.,2020-06-28 23:01:55
htixLnjjjSVUZILsGvPG0A,1-bhzZio7xrNjb86P4wT6Q,yHtS6dj20tl3ht32w6K6Qw,4,0,0,0,"Had dinner here with my wife tonight.  Overall a nice addition to the Santa Barbara scene.  Fits in well (aside from being much bigger) with the nearby Milk and Honey and Hungry Cat  restaurants/bars.

The drink menu is very good.  We tried five, liked all of them, and especially liked the Blue Cosmo, Lichitini and Rollis Stolli.  We tried the squash blossoms appetizer and enjoyed them (of course it's hard to screw up fried foods).  We both loved the arugula salad.  My wife had the seabass and said it was good, but not great.  Very tender, but not all that flavorful.  I had the short ribs; we both agreed they were great.  Very tender with good flavor; if you like wasabi you'll love the wasabi mashed potatoes.  

We finished with the chocolate chocolate mousse(?) and the caramel creme brulet.  Both were good, but not great.

Service started out a little slow, but improved.

We really liked the ambiance and the decor.  Very loungy, big-city feel.  Music was good (chill-out stuff, heard some Jem and Bjork).  Upstairs was cool with couches, good place to hang out.  The bar was nice and big.  The only thing we didn't like was the presence of three big screen TVs.  They were nice, but (in our opinion) didn't fit the vibe.

All in all, Stateside deserves a return trip.",2007-11-18 05:30:18
xr5aQ1K44wt0eXeEvN_4Ew,uSF1r7WUV-kXmlEXUvJ8AA,vb9VqzcTk3pUWuyWwTV0tg,5,1,0,1,"This place is great even though it's just a little food court restaurant, cannot believe how few reviews there are. I'm extremely picky about restaurants, they have a 99 health score! Have been coming here about 18 years and haven't been in a couple years, it did not disappoint. Love the chicken lamb combination plate with mushrooms, onions and cheese melted on top with feta also and side of cucumber salad/tabbouleh and flat bread with extra taziki of course! This mall is like a ghost town, day after Halloween, not sure what it's normally like, but so worth it to come eat this. Baklava is also very good, it's refrigerated but very fresh tasting.",2016-11-01 19:52:00
ljc6tRFqd7jz8MOmYEJSfw,wuGbBVNS1aeMoNvXRCPhxw,IAQZu_JHv76rsgcHgZGbMA,4,2,2,1,"I've been to Joe Sepie's and had the spaghetti and meatballs once a week for months. It is exactly to my taste. Everything else I've gotten there is delicious, and before tip the bill is around twelve bucks. Yes, the manager is an awkward old curmudgeon, and he watches too much Fox News, and there's an aroma of moth balls, but with food and prices like this I really couldn't give a rat's. . .",2012-05-23 16:19:56
Of2i8s8HH01gUq4PAl_xag,07nn2J8_ljnuYD8_GOlhPQ,3tTVN74KJAN0z1DJ_dsE6w,5,0,0,0,We go here about every Sunday and sometimes for lunch and have never had a bad meal. They grind their own coffee beans everyday. Great coffee.,2018-08-12 19:16:54
KEyg8Nt9vORiV9_0by1fKg,pI2wJxYg27N3JmNlmPRawg,fLZ8IpBPsDjFzl7zuXRZ9w,4,1,0,1,"Delicious donair and poutine, relatively slow with only one person working at the time.",2015-07-15 18:54:52
Qi5qaapoAuFqRa08zpoWAA,SvRQkBlZXORhS0SCUuskaA,vb9VqzcTk3pUWuyWwTV0tg,5,0,0,0,I love Pyramids! The food is always so fresh. The men that work there are very nice and always remember their customers and great customer service goes a long way with me. I would recommend Pyramids to anyone that wants a good gyro.,2019-05-12 17:24:26
gXxfIZItuVHh2aWTw3Qj0g,ScuWOAFGiCSDkZPI4x5mAQ,3tTVN74KJAN0z1DJ_dsE6w,5,3,3,1,"This place was packed with senior citizens. A good sign the food is good and cheap. It was !!!!!! I had the breakfast special. One pancake, an egg and bacon. It was delicous. It was only 2 dollars. This place is awesome!!!",2010-11-15 18:23:37
QMPAhCRgQv7dBvSVsZNsBw,n0nnMMSfyfcBX4juJadYEg,dOwN9-8QD4xwErNEMU_dMA,3,7,4,6,"This small cafe sits on the ground floor of the Fountain Square II office building and overlooks the pond that anchors all the Fountain Square offices.  

It has ample seating, both inside out and out.  Interior table offer an elevated view of the pond, while outside seating consists of small circular tables with 2 chairs right next to the grassy area above the water level. 

The cafe/cooking area itself is tiny.  It consists of a 3 sided cooking space with some grills and burners.  Due to the tiny cooking area, cook times can increase dramatically during peak times and some items are not available after a certain point in the day (such as pizza) due to the prolonged prep time required.  

Food is good and the portions are solid for the price.",2015-11-27 23:40:12
QytIvE1WJqcbJCMad2VmfQ,qlQ193FEcLtP4-NcyOkYwQ,fLCEZNLO9CFDZd9ItF3sig,1,1,0,0,"Terrible service. I had to wait for about 45mim for my food and when i ask they always would answer sayings ""only 10 more minutes"" really don't recommend this place.",2016-11-24 21:23:55
uffwuMan67slw2x8I1oySA,a9848GDBc0e-SD0HWhdgFQ,vb9VqzcTk3pUWuyWwTV0tg,5,0,0,0,The best gyros around.  My husband is from Chicago and this is the place to get gyro's.  The staff know him when he comes in.  The staff is friendly and nice.,2017-10-26 18:04:06
Qgn9ejhXA-KVEV6yBctZaQ,IA1CsKD3ErfMC2OiE_r4uA,MjBfqjOH8tTZ3dBTpbMVmQ,5,1,1,0,"Amazing ... the people, the food, the drinks, the prices, and even the weather.  
There was a gorgeous breeze!
All five of us had the cod! The cod was absolutely perfect, not greasy and perfect flakes.
All enjoyed the vinegar slaw.
I was the only one to have the green beans, inhaled before my husband even got to try and we were supposed to share.
Fries were perfect.
Next time there would be more orders of green beans, one fewer fries (two would share one order), quart of slaw was good for four. Value order is the large tarter sauce.
Really sorry I took no photos.",2017-08-20 05:01:30
1VxfH_bEV8Zxltr2ZU2wXA,WDfTxn2_9qnnRBiWTgxPlA,vb9VqzcTk3pUWuyWwTV0tg,5,1,0,1,"This is the best food court restaurant in Nashville (In my humble opinion). Every time I find myself at Rivergate, I always hit up Pyramids if I am hungry. 

If you want to spend less than $10, get full, and enjoy surprisingly fresh ingredients: Go to Pyramids.

I have been coming here for over 6 years, and they have done a great job maintaining their quality.",2017-08-06 18:09:22
Bmtb2U9x5WzYiqjVJHmY1g,g0-Ea-9ZPQXIDySrHaYcmA,MjBfqjOH8tTZ3dBTpbMVmQ,5,0,0,0,"If you like to have a great time, love cheap priced drinks , sing karaoke and meet new o this is the place for you. I guess I'm partial to the place because I'm a auxiliary member here and have had many many fun times here. They  have a fantastic fish fry every Friday from 10:30 am till 7 pm and it's so delicious and money goes to support the Veterans, the 2nd Saturday of the month is All you can eat Fried Chicken Dinner for $ 10 per person and  music following. The have bingo on Sunday and Monday and don't forget the Karaoke on Friday night from 8 to Midnight. Please consider stopping by for a drink or food and supporting out Veterans!!!",2019-06-06 00:13:34
kAPQa4QlTDGksQV8PBZbSQ,UFNUXtOxeVd_Z3Cfd6Qp4g,TsohTE3w1br2m0Nb-tDRDA,4,0,0,0,"Try the wings and poppers. Their ice cream cones are huge. Great prices. 
Need better hours of operation.",2015-06-08 00:52:55
x81ObYjj9WcPLHikmh3zuQ,xrLAu3uWBghy2afubmQk7A,4qie_VdA-vTitNFl36F9Pw,4,0,0,0,Great for brunch or dinner. Menu changes a lot and is always good. make reservations for a large group and plan to drink at the Chic a Boom room next door if there is a wait. Kid friendly during the day but not for dinner,2011-02-04 22:39:25
D983oVu18px9WfmqEJdfEg,-aW4GdQEGIp5HAbfC8hqlA,TsohTE3w1br2m0Nb-tDRDA,5,1,0,1,"First time in town not much for eating places. So I stopped by this little place and found out they had a nice clean dine in restaurant too. Of course people were very nice, small town folk always different than big city. 

Ordered 1 lb of fish ""cod"". Come to table hot and cooked to perfection. If you are nearby drop in if you are hungry. A fresh break from the norm while traveling. I think the locals like this place and travelers need to come and unwind here and enjoy the food. Just a minute or so off the highway.",2019-03-01 16:14:13
_J6C7Z9o7WeNduZMK9MquA,ohYnCSs6eTl7O6o3UySpgg,MjBfqjOH8tTZ3dBTpbMVmQ,5,2,1,1,"Great staff here! Super nice, and Clean VFW, Drinks were cheap and the everyone was awesome!  You can still smoke inside so that's kind of weird for me but It was a really fun event!  
Whiskey War Festival! 
I bet this is a fun place to just come have a beer any old night!",2014-07-01 15:58:33
EFRUzxKTUit7eCrTP-girg,f9lq4KAus-xCsmJmjXeKVw,fLZ8IpBPsDjFzl7zuXRZ9w,3,1,1,2,"Zach's famous has been around for a very long time and was probably amongst the Donair revolution in the 90's. 

When it comes to donairs I have my favorite places, my least favorite and places I have no problem with when I really want a donair. Zach's is one of those places. It is good but not one of my favorites. You shouldn't hold that against it. 

They load on veggies and don't hold back on the meat. The meat is nicely spiced too. Milbourne Mall doesn't have anything to offer but it does offer some good fast food joints and this is one of them.",2010-05-12 02:22:58
mn_e56HjvbPBWm71iTTp5w,E4n3wsqX92nVmWFF-Zh4wA,MjBfqjOH8tTZ3dBTpbMVmQ,5,2,1,0,"One of the best fish fries that I have been to! The cod was perfectly fried, and the spaghetti side had a great flavor. The fries were the right amount of crispy. And the hush puppies! Excellent! Everyone was friendly, the place had a nice atmosphere and they had a full bar in case you want to enjoy a cocktail with your cod. Will go back.",2018-03-16 20:38:29
9ArAA6dOIGNdsL_FBoukVg,UjGwQTsr9gCiGgeTP0mWTA,3tTVN74KJAN0z1DJ_dsE6w,1,0,0,0,Foods really gone down hill since Jimmy left no rice pudding .  no cheesey fries with ranch my chicken with cheese wrap and lettuce was slice cheese and warmed up chicken not even cooked. Won't be back.,2020-08-02 02:14:25
YcHWByxzi6xKWK2MsDa0UA,bYBy5o_soHtp857GK2G0vA,3tTVN74KJAN0z1DJ_dsE6w,5,1,0,1,"Such a nice first visit to Susie's. Once we got past the woman at the front who refused to smile or speak, we had a great experience. As part of our Biscuits and Gravy New Port Richey breakfast crawl, we were thrilled here. Only one place has been able to beat the B&G here. Our server definitely had the coffee topping off and overall service down pat. She was awesome!!! Thank you Marie. You deserve great tips. Thank you for the smiles and nice chatting. You really made our experience great. The specials were great! Excellent prices for so much food. Will be back for sure.",2018-08-02 01:27:50
9ADz7p1bma8IbyW8QGmyZw,lKs439UQaYTvI3SHSHTsVg,TsohTE3w1br2m0Nb-tDRDA,5,1,0,0,"Great mom and pop ran shop with damn near everything! Unreal amount of Bacon on their BLTs, good burgers, and fantastic ice cream!",2019-10-05 13:05:00
YmfV86Ny2-Y6d1w2UOfVPw,4aCF363Weu2RNAtl3mJ2eg,IAQZu_JHv76rsgcHgZGbMA,1,7,2,2,"And I'm officially done with Joe Sepie's... 

I went in today and ordered my usual... the spaghetti and meatballs lunch special, which until today, was one of my favorite spaghetti plates in the area. When the food arrived, I sprinkled some parmesan cheese and red pepper flakes atop and was preparing to chow down when I noticed that the food appeared to be moving. After a fleeting moment of shock, I realized that there were what appeared to be giant weevils all over my food. 

Fighting back instant nausea, I started looking for the source, as it seemed unlikely that weevils would live in a cooked spaghetti sauce. I found the colony in the red pepper flake container, where there were hundreds of them crawling around inside, indicating to me that this was not their first day on the scene. I wonder if people were inadvertently sprinkling their unhatched eggs onto their food earlier in the week?? Oh god. 

I call over the lady at the cash register and inform her of the situation... she takes the plate and the pepper container with a brief apology. Meanwhile, several of the large weevils take to flight and start kamikazeing into the other people sitting at the table........ after smashing as many of the little buggers as we could, the lady brings out a fresh plate of spaghetti. 

I was so hungry, I managed to eat most of the spaghetti, but by the time I killed those first hunger pains, my appetite was gone as I started recalling the image of all those bugs squirming around on my first plate... UGH. 

I really loved Joe's spaghetti, and pretty much ate there on a weekly basis with several of my work colleagues. They were as disgusted as I was and we've all agreed that it's time to scratch Sepie's from our list of lunchtime eateries. 

I was also a little annoyed at the owner for not bothering to personally come out and see what was going on. There was no apology or concession of any kind. Now, I'm not in the restaurant business, but it seems as though a ""bugs in the food"" problem with one of the guests would be one of those things that, as an owner, would garner my full attention. 

BOTTOM LINE: Perhaps the restaurant's peculiar mothball aroma has a deeper mean than I originally thought... ?? Regardless, I will never eat here again.",2012-08-22 18:01:32
aA19YTmMrPE0AvTvap4L6Q,xaIdHsSKEZ3aKZp8e56waw,fLCEZNLO9CFDZd9ItF3sig,3,1,0,0,"I went to Arelis with a friend who lives nearby and eats there often. The workers there know her and even though they do not speak English well, they were nice to us. We both got chicken and Spanish rice which was very good. We also ordered these fried mashed potato balls that were delicious!!! I would go back for those potato balls alone! We did not eat there but took our food to go. The resteraunt was well set up and looked clean to me.",2015-03-23 16:46:37
KquiOqgOqjYnjKD7HhRRkg,xq_Vx7co5tiGvi3_hWUTEQ,4qie_VdA-vTitNFl36F9Pw,5,0,0,0,"Without a doubt one of the best restaurants in the area.  The quality and creations are wonderful and the prices appropriate.  Breakfast is a great deal and dinner is a good value.  They have small and large plates (small are larger than apps normally are and you might be able to do two small plates depending on appetite). In contrast to other reviews, we've been taking our kids there since our oldest was born in 2003.  They are very kid friendly at all meals - you might have a wait, but the wait staff are delightful (and always are) and generally great with the kids.  Having said that I have seen waitstaff issues - but it's rare and, I would say, always associated with the customer having a chip on their shoulder.  I've never seen a courteous, nice customer snubbed.",2011-05-08 02:01:51
6tBtI2fTUC0rCh7f63Ld-Q,qZef2zswv5-uxGXtJrJX4A,fLCEZNLO9CFDZd9ItF3sig,2,2,0,0,"This place is sketchy.  The food is typical, but the place/location honestly made me feel like I wanted to leave as soon as possible.  What made it worst is that I ordered via phone 30 minutes prior to arriving and when I arrived the food was not ready.  I had to wait another 35 minutes until my order was ready.  I will not return.",2019-08-16 04:42:46
O2TGz9oQsyNYWmRAFXZYig,5_vnXPI9dVsWuhkbBfNyHg,vb9VqzcTk3pUWuyWwTV0tg,4,0,1,1,"Went today and ordered the chicken sandwich with fries and drink. And it was delicious for $10.25 plenty of food, they are not cheap on the fries or meat. Will definitely eat here more often when I visit this shitty mall.",2016-04-30 01:22:40
g3aBmxjamVBQNlyBj3Rg0g,HfGDsKsbyYvHkkJrtx_75A,3tTVN74KJAN0z1DJ_dsE6w,5,0,0,0,"While having our car serviced on a busy Saturday morning we opted to walk to Susie's based on the recommendation of the service technician.  What a stellar recommendation.

Susie's is clean, and the Denver omelette was one of the best I've ever had in the New Port Richey area, and priced right.  Our server was prompt and courteous, making sure that we received what we wanted and that it was cooked to our satisfaction.  No issues with leaving a larger tip, GREAT local restaurant... we'll be back!",2020-02-16 14:24:46
1r-vDpOarM3i5y_XZywZMQ,wDSVFCJraMI8Ya9bbX8LJA,TsohTE3w1br2m0Nb-tDRDA,5,0,0,0,"My favorite restaurant with the nicest owner!
My favorites are the hot wings, small cheeseburgers & any of the ice cream!",2021-08-18 01:26:15
QxZmtpUaCG-Yv1lqmHtIIQ,4aCF363Weu2RNAtl3mJ2eg,IAQZu_JHv76rsgcHgZGbMA,4,1,0,0,"If you are looking for an awesome, lunchtime plate of spaghetti and meatballs at a reasonable price, Joe Sepie's is the place for you. 

In fact, I stop here when I have that exact craving (which is often), and it is the only thing I care about getting when I do stop in. The marinara is made just to my liking, not too sweet, but not overwhelming with garlic and the other ""salty"" flavors... and the meatballs are giant, and VERY well prepared. I have a hard time finding meatballs that meet my personal requirements for awesomeness, but never when Joe Sepie is the cook. 

Today I stopped in with a couple of my cohorts from work and one of them ventured outside of our safety zone and picked up the day's special: Italian sausage and peppers with an alfredo sauce over angel hair. Although I would never get anything other than the spaghetti and meatballs, this other plate looked pretty yummy... and according to my buddy, tasted as good as it looked. 

I come to Joe Sepie's for a quick, delicious, and inexpensive lunch. They easily meet that requirement every time I go, so they get a 4 star from Matt R. 

But....... if I were coming here for a romantic dinner with the wife, the mothball aroma, Fox News background noise, and other less than perfect environmental conditions of the eatery would probably play a factor in my rating.

BOTTOM LINE: Great place for cheap, yet delicious spaghetti and meatballs. Bad place for romantic date with significant other.",2012-06-20 18:01:47
eqQXGPUZ_OSjeM94X1cQXA,X1VV7rNFaMPDIBE9PVF4tw,qaPADjsU6c0Ufho0zdL6Yw,4,0,0,0,"Azure is one of my favorite places to eat in philly, I would have given it 5 stars but the vegan options are extreamly limited. Just about the only vegan thing you can get there is the grilled seitan tips but seriously once you eat them your sold and there's no reason you would want to try anything else, it comes with vegan aioli and a risotto cake that's not vegan but you can substitue that for fries. The veggie potstickers are really good as well. It's one of the more pricey places I eat but when I can afford it it's well worth it. Drinks are average price just don't expect to find 2 dollar pbrs. From what I hear the non-veg dishes are good as well so it makes it a good place to bring friends, co-workers, parents and dates who aren't down with vegitarian food.",2005-07-01 14:58:43
Fi7IHHuMkvwE75BEu8fkBA,B-W89451P7ygAgx1jbSxvQ,PG1L06w6sonKGsTJEbCZIQ,5,0,0,0,"Easy, quick, and the staff is very nice. Good food too!  If you are in search of a hole-in-the-wall type place in Nashville that isn't fried food, look no further.",2016-03-07 19:05:12
rcRkg6I71TKMQ_yISA8C7g,8U0Ow8KSbbutz7CnT0Z03A,Bzsh379eU98B4IRDogy8Wg,5,1,0,1,Really liking the new guys from Thomas cuisine running the cafe. More choices and reasonably priced varieties of lunch menu,2014-02-06 08:23:16
cveT7iEvz0wXRcm8EV7p5g,qBqZE1-iTUGr_1ZhXn7kZA,Bzsh379eU98B4IRDogy8Wg,5,0,0,0,The Ramen and soup are always a hit. The salad bar is also a favorite.,2015-07-05 18:23:55
