business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,photo_id,caption,label
GGrs0XI9zOcvxSRQFZQxxg,B J's Family Restaurant,2522 Highway 49 E,Pleasant View,TN,37146,36.3952084,-87.0347666,3.0,21,0,"{'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True'}",Restaurants,,,,
oWmOaNeTRQ_mblz5lIVyAQ,Ninety Nine Restaurant,675 Shannondell Blvd,Audubon,PA,19403,40.128055,-75.406589,2.5,7,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}",Restaurants,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0'}",,,
N6voFZCDOutPeOgbx8LI_w,Bob Evans Restaurant,2180 N US Highway 67,Florissant,MO,63033,38.8020712,-90.3121024,2.5,7,0,"{'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}",Restaurants,,,,
2lzcB7p5YlBimh4vfr6Fpw,Chaucer's Tabard Inn,1946 Lombard St,Philadelphia,PA,19146,39.9456566,-75.1747555,3.5,8,0,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'BYOBCorkage': ""'no'""}",Restaurants,,,,
S9_PXayTpJB7264emkYwDw,Master Wok,"2500 W Moreland Rd, Ste 3054",Willow Grove,PA,19090,40.1401265,-75.1234566,4.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True'}",Restaurants,,,,
ioOw0m7uBsDpUTAHOrKAnQ,Piccadilly Cafeteria,11810 N Dale Mabry Hwy,Tampa,FL,33618,28.056895,-82.505311,3.5,6,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
GQue4Nouo2Mg5R2GotVS7w,Big Yellow House,108 Pierpont Rd,Summerland,CA,93067,34.421675,-119.602687,4.5,10,0,"{'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True'}",Restaurants,,,,
T3Mi0mrqTFZi9jSmKVxr4A,Bistro Americana,690 Haddon Ave,Collingswood,NJ,08108,39.9163332,-75.069373,2.0,7,0,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
QNpFZ8OKF5VQl2jit7sTlQ,Penn Steak & Fries,Coventry Mall,Pottstown,PA,19464,40.234382,-75.666722,5.0,11,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'False'}",Restaurants,,,,
awPjFtkoQN2rixTv1J04Pg,Baladas Bistro,200 N 9th St,Saint Louis,MO,63101,38.6281007,-90.1938168,3.5,8,0,"{'RestaurantsGoodForGroups': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}",Restaurants,,,,
IFDSkUDx2Ta39ktw4-Lg2A,Calgary Trail Noodle House Restaurant,5730 104 Street NW,Edmonton,AB,T6H 2K2,53.494891,-113.4980976,4.0,12,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
UcThXwCOpIgYL60qDIMT-g,Kebab Gyros,212 4th Ave N,Nashville,TN,37219,36.1643272,-86.7788884,3.0,10,1,"{'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False'}",Restaurants,,,,
vGfLtdrt2UsY12cdc4KTxg,McNally's Neighborhood Grill,923 72nd St N,Saint Petersburg,FL,33710,27.7815172,-82.7371545,4.5,5,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'HasTV': 'True'}",Restaurants,,,,
eiS5KCPo3dzWOzSmn7K5eg,Red Sky Cafe,1661 N Swan Rd Ste 120,Tucson,AZ,85712,32.2431759,-110.8933786,2.5,6,0,{'RestaurantsPriceRange2': '3'},Restaurants,,,,
AsU6VQwwGvb7_EYfPI6a7Q,Hardee's of Mt Juliet,11061 Lebanon Rd,Mount Juliet,TN,37122,36.231493,-86.510577,2.0,5,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'DriveThru': 'True'}",Restaurants,,,,
fnBed4KujoeHBhZpI__MVg,Tucson's Southwest Grill,13563 Icot Blvd,Clearwater,FL,33760,27.8950021,-82.7150719,3.5,5,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True'}",Restaurants,,,,
EpZ-A5y3s8tFa10aqJFetA,Thai Bu Ree,13441 Olive Blvd,Chesterfield,MO,63017,38.6803337,-90.4962735,3.5,6,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
wEWy_NbtwcgNY2dKEmnACA,Rocks,801 State St,Santa Barbara,CA,93101,34.4195375,-119.6996149,2.5,8,0,"{'GoodForKids': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
ZwP94ZmUx7J8xMJZBp2ZWg,Richard's on 50th,13020-50 St,Edmonton,AB,T5A 4V9,53.591416100000004,-113.4179484,3.0,5,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BikeParking': 'False', 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2'}",Restaurants,,,,
BV9qbgExWLPT2j-_w5zoNA,Yummy Diner,34 N 52nd St,Philadelphia,PA,19139,39.9611001,-75.2248974,4.5,6,1,"{'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
LoxaLZyS7WfY0l2odvwfFQ,Mr Sub,13256 137 Avenue NW,Edmonton,AB,T5L 4Z6,53.6000762,-113.5502086,3.5,5,1,"{'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1'}",Restaurants,,,,
M-pk27jv_kVkvW4L92P3ZQ,Bluepoint Kitchen & Bar,2905 E Skyline Dr,Tucson,AZ,85718,32.3247418,-110.9301132,4.0,10,0,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'HappyHour': 'True'}",Restaurants,,,,
RZP_xMARY9JFOXB42JAIxA,Aziza's Restaurant,2825 Marne Hwy,Hainesport,NJ,08036,39.980614,-74.85404,4.0,22,1,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'HasTV': 'True', 'BikeParking': 'True', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}""}",Restaurants,,,,
j9YvgjesIwLMCBGqDw4TUQ,Iguana Cafe,210 E Congress St,Tucson,AZ,85701,32.2218831,-110.9683082,3.0,13,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'False', 'Caters': 'False', 'BikeParking': 'False', 'RestaurantsDelivery': 'True'}",Restaurants,,,,
ZynowAYBV6-mBBJb7dWN8w,Hummingbird Diner,1530 E Wadsworth Ave,Philadelphia,PA,19150,40.0795109,-75.173133,3.5,19,1,"{'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False'}",Restaurants,,,,
egFo1PkGkKM-lPli61raiA,El Provocon Restaurant II,141 W Wyoming Ave,Philadelphia,PA,19140,40.0220092,-75.1261474,4.0,7,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True'}",Restaurants,,,,
Xd-TPD-US7tYSWt44tvD1w,St Rose Tavern,11760 River Rd,Saint Rose,LA,70087,29.9427855,-90.3210236,4.0,10,0,"{'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False'}",Restaurants,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",XZARsYMqjgGAewTFv1uSZw,,inside
yOAZ47U67aDUwDXMrnv8UQ,Spaghetti Warehouse,1026 Spring Garden St,Philadelphia,PA,19123,39.961406,-75.155349,2.0,29,0,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'WiFi': ""u'paid'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'very_loud'"", 'Caters': 'False'}",Restaurants,,bcaSUv6vKFFjYl2OWG-unQ,(photographed by Dave Hong),outside
hRfqCBrTGgbC2Qrl8f-yhQ,Jaritza's Restaurant,2206 Federal St,Camden,NJ,08105,39.945509,-75.0920269,4.0,9,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}",Restaurants,,,,
yhx1hIne1Wr-9v4EMdziRw,Chuck's Cafe,1980 N Olden Avenue Ext,Trenton,NJ,08618,40.2526527,-74.78838089999999,3.0,10,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True'}",Restaurants,,,,
mOs27lvpjjBZV1H3VBMMZA,Café Isabella,733 Briley Pkwy,Nashville,TN,37217,36.1420683,-86.7010653,2.0,12,0,"{'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True'}",Restaurants,,,,
WSQLBEThq-XI-h7FlgxFuQ,Old Town Buffet,401 Route 38,Moorestown,NJ,08057,39.9467686,-74.9669128,2.5,8,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'""}",Restaurants,,,,
sk11RFNogbE0axZUIDBRHw,Los Mezquites,2341-2399 W Drexel Rd,Tucson,AZ,85746,32.1482243038,-111.0174401477,5.0,11,1,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}",Restaurants,"{'Monday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-17:0'}",JuRg1UPmAFJxRwupV-xh4A,,food
sk11RFNogbE0axZUIDBRHw,Los Mezquites,2341-2399 W Drexel Rd,Tucson,AZ,85746,32.1482243038,-111.0174401477,5.0,11,1,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}",Restaurants,"{'Monday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-17:0'}",hTS6VRYK6F8aMYAnYxUNFQ,Platillo para banquetes,food
2INVBDZ45z4Tbg3VtdDyTg,Pacific Wave,211 2nd St S,Saint Petersburg,FL,33701,27.7693413,-82.6355183,4.0,8,0,"{'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'Alcohol': ""'full_bar'""}",Restaurants,,,,
Wy6zB1iqOUTnnIjg68oiTg,P & P Restaurants,4621 S Kingshighway Blvd,Saint Louis,MO,63109,38.5863902,-90.2768608,1.0,11,1,"{'Caters': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'""}",Restaurants,,,,
8D5ods6WefFYk2fB18a94A,Natural Fact Deli,"20 Allen Avenue, Ste 130",Saint Louis,MO,63119,38.593926,-90.360912,4.5,6,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}",Restaurants,,Niywr4iQrAiVJD66OUGjSQ,,outside
TxYxXvC5RcRRCYR6rbJgEQ,Aspen,747 N 25th St,Philadelphia,PA,19130,39.9687798,-75.1781543,4.0,7,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",Restaurants,,,,
2s5h1TMhYPdRUUNcQFr3WA,California Cafe,160 N Gulph Rd,King of Prussia,PA,19406,40.0893932,-75.3860311,3.5,16,0,"{'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",Restaurants,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-20:0'}",xrxna_4Omgxlprhz_qTFKA,,inside
